country,company,isin,symbol,combined
japan,Daikokuya,JP3926000005,6993,Daikokuya | JP3926000005
japan,Shizuki Electric Co,JP3352800001,6994,Shizuki Electric Co | JP3352800001
japan,Nippon Tungsten,JP3727000006,6998,Nippon Tungsten | JP3727000006
japan,Naikai Zosen,JP3640400002,7018,Naikai Zosen | JP3640400002
japan,Nitchitsu,JP3680400003,7021,Nitchitsu | JP3680400003
japan,Kanemitsu,JP3217950009,7208,Kanemitsu | JP3217950009
japan,Tokyo Radiator Mfg,JP3590200006,7235,Tokyo Radiator Mfg | JP3590200006
japan,Univance,JP3821400003,7254,Univance | JP3821400003
japan,Ikuyo,JP3131500005,7273,Ikuyo | JP3131500005
japan,Hi-Lex,JP3699600007,7279,Hi-Lex | JP3699600007
japan,Nippon Seiki,JP3720600000,7287,Nippon Seiki | JP3720600000
japan,Murakami,JP3914200005,7292,Murakami | JP3914200005
japan,Fuji Oozx,JP3807750009,7299,Fuji Oozx | JP3807750009
japan,IJT Tech,JP3102310004,7315,IJT Tech | JP3102310004
japan,Showa Aircraft Industry,JP3368800003,7404,Showa Aircraft Industry | JP3368800003
japan,Atom,JP3121900009,7412,Atom | JP3121900009
japan,Harima-Kyowa,JP3772800003,7444,Harima-Kyowa | JP3772800003
japan,Yagi &,JP3930600006,7460,Yagi & | JP3930600006
japan,Nissin Shoji,JP3675400000,7490,Nissin Shoji | JP3675400000
japan,Fuso Dentsu,JP3823400001,7505,Fuso Dentsu | JP3823400001
japan,Maruyoshi Center,JP3879020000,7515,Maruyoshi Center | JP3879020000
japan,Daisui,JP3485200004,7538,Daisui | JP3485200004
japan,Three F,JP3410700003,7544,Three F | JP3410700003
japan,Anrakutei,JP3128700006,7562,Anrakutei | JP3128700006
japan,Mansei,JP3879320004,7565,Mansei | JP3879320004
japan,Paltek,JP3782600005,7587,Paltek | JP3782600005
japan,Carchs,JP3388550000,7602,Carchs | JP3388550000
japan,Umenohana,JP3159850001,7604,Umenohana | JP3159850001
japan,Global-Dining,JP3274350002,7625,Global-Dining | JP3274350002
japan,Ontsu,JP3202200006,7647,Ontsu | JP3202200006
japan,Kawasumi Laboratories,JP3225800006,7703,Kawasumi Laboratories | JP3225800006
japan,GL Sciences,JP3385850007,7705,GL Sciences | JP3385850007
japan,Tokyo Koki,JP3575800002,7719,Tokyo Koki | JP3575800002
japan,Kuroda Precision Industries,JP3272800008,7726,Kuroda Precision Industries | JP3272800008
japan,Sekonic,JP3421400007,7758,Sekonic | JP3421400007
japan,Jeco,JP3386200004,7768,Jeco | JP3386200004
japan,Crestec,JP3271150009,7812,Crestec | JP3271150009
japan,Tokyo Board Industries,JP3588800007,7815,Tokyo Board Industries | JP3588800007
japan,Wellco,JP3154170009,7831,Wellco | JP3154170009
japan,Kawase Computer Supplies,JP3225850001,7851,Kawase Computer Supplies | JP3225850001
japan,Almedio,JP3126520000,7859,Almedio | JP3126520000
japan,Fukuvi Chemical Industry,JP3806720003,7871,Fukuvi Chemical Industry | JP3806720003
japan,Noda,JP3761700008,7879,Noda | JP3761700008
japan,Nankai Plywood,JP3653200000,7887,Nankai Plywood | JP3653200000
japan,Seven Industries,JP3423200009,7896,Seven Industries | JP3423200009
japan,Yonex,JP3960000002,7906,Yonex | JP3960000002
japan,Nozaki Insatsu Shigyo,JP3760600001,7919,Nozaki Insatsu Shigyo | JP3760600001
japan,Comany,JP3305500005,7945,Comany | JP3305500005
japan,Koyosha,JP3292000001,7946,Koyosha | JP3292000001
japan,Kikusui Chemical Industries,JP3236600007,7953,Kikusui Chemical Industries | JP3236600007
japan,Fujicopian,JP3813400003,7957,Fujicopian | JP3813400003
japan,Lihit Lab,JP3974600003,7975,Lihit Lab | JP3974600003
japan,Miroku,JP3910800006,7983,Miroku | JP3910800006
japan,Nepon,JP3758400000,7985,Nepon | JP3758400000
japan,Mamiya-OP,JP3870300005,7991,Mamiya-OP | JP3870300005
japan,Sailor Pen,JP3413400007,7992,Sailor Pen | JP3413400007
japan,Kurogane Kosakusho,JP3272000005,7997,Kurogane Kosakusho | JP3272000005
japan,Yuasa Funashoku,JP3946000001,8006,Yuasa Funashoku | JP3946000001
japan,Daiko Denshi Tsushin,JP3483000000,8023,Daiko Denshi Tsushin | JP3483000000
japan,Chuo Gyorui,JP3514600000,8030,Chuo Gyorui | JP3514600000
japan,Tsukiji Uoichiba,JP3532600008,8039,Tsukiji Uoichiba | JP3532600008
japan,Tokyo Soir,JP3582200006,8040,Tokyo Soir | JP3582200006
japan,Daito Gyorui,JP3487800009,8044,Daito Gyorui | JP3487800009
japan,Marufuji Sheet Piling,JP3877200000,8046,Marufuji Sheet Piling | JP3877200000
japan,Mitani,JP3886800006,8066,Mitani | JP3886800006
japan,Narasaki Sangyo,JP3651800009,8085,Narasaki Sangyo | JP3651800009
japan,Marushohotta,JP3875200002,8105,Marushohotta | JP3875200002
japan,Moonbat,JP3912400003,8115,Moonbat | JP3912400003
japan,Central Automotive Products,JP3515400004,8117,Central Automotive Products | JP3515400004
japan,Zett,JP3427000009,8135,Zett | JP3427000009
japan,Sankyo Kasei,JP3327200006,8138,Sankyo Kasei | JP3327200006
japan,Nagahori,JP3648600009,8139,Nagahori | JP3648600009
japan,Lapine,JP3968200000,8143,Lapine | JP3968200000
japan,Denkyosha,JP3550400000,8144,Denkyosha | JP3550400000
japan,Somar,JP3436200004,8152,Somar | JP3436200004
japan,Tsuzuki Denki,JP3533800003,8157,Tsuzuki Denki | JP3533800003
japan,Retail Partners,JP3873200004,8167,Retail Partners | JP3873200004
japan,Maxvalu Tokai,JP3930400001,8198,Maxvalu Tokai | JP3930400001
japan,Laox,JP3967000005,8202,Laox | JP3967000005
japan,Friendly,JP3829200009,8209,Friendly | JP3829200009
japan,Rikei,JP3970400002,8226,Rikei | JP3970400002
japan,Daiwa,JP3500200005,8247,Daiwa | JP3500200005
japan,Techno Associe,JP3619200003,8249,Techno Associe | JP3619200003
japan,Saikaya Department Store,JP3310400001,8254,Saikaya Department Store | JP3310400001
japan,Maxvalu Nishinihon,JP3864900000,8287,Maxvalu Nishinihon | JP3864900000
japan,J Trust,JP3142350002,8508,J Trust | JP3142350002
japan,Akatsuki,JP3292300005,8737,Akatsuki | JP3292300005
japan,Japan Living Service,JP3661900005,8854,Japan Living Service | JP3661900005
japan,MG Home,JP3167440001,8891,MG Home | JP3167440001
japan,Harakosan,JP3772300004,8894,Harakosan | JP3772300004
japan,Area Quest,JP3167610009,8912,Area Quest | JP3167610009
japan,Ardepro,JP3126160005,8925,Ardepro | JP3126160005
japan,Aoyama Zaisan Networks,JP3825750007,8929,Aoyama Zaisan Networks | JP3825750007
japan,Makoto Construction,JP3863070003,8995,Makoto Construction | JP3863070003
japan,Niigata Kotsu,JP3654400005,9017,Niigata Kotsu | JP3654400005
japan,Zero,JP3428870004,9028,Zero | JP3428870004
japan,Higashi Twenty One,JP3783480001,9029,Higashi Twenty One | JP3783480001
japan,Hiroshima Electric Railway,JP3798600007,9033,Hiroshima Electric Railway | JP3798600007
japan,Keifuku Electric Railroad,JP3281000004,9049,Keifuku Electric Railroad | JP3281000004
japan,Alps Logistics,JP3126450000,9055,Alps Logistics | JP3126450000
japan,Kanda,JP3229980002,9059,Kanda | JP3229980002
japan,Okayamaken Freight Transport,JP3193800004,9063,Okayamaken Freight Transport | JP3193800004
japan,Shinki Bus,JP3372000004,9083,Shinki Bus | JP3372000004
japan,Tamai Steamship,JP3470600002,9127,Tamai Steamship | JP3470600002
japan,Kuribayashi Steamship,JP3270400009,9171,Kuribayashi Steamship | JP3270400009
japan,Tokai Kisen,JP3562000004,9173,Tokai Kisen | JP3562000004
japan,Kawasaki Kinkai Kisen Kaisha,JP3224000004,9179,Kawasaki Kinkai Kisen Kaisha | JP3224000004
japan,Tokyo Kisen,JP3573800004,9193,Tokyo Kisen | JP3573800004
japan,Star Flyer,JP3399320005,9206,Star Flyer | JP3399320005
japan,Asia Air Survey,JP3118800006,9233,Asia Air Survey | JP3118800006
japan,Sugimura Warehouse,JP3397000005,9307,Sugimura Warehouse | JP3397000005
japan,Asagami,JP3109600001,9311,Asagami | JP3109600001
japan,Maruhachi Warehouse,JP3876800008,9313,Maruhachi Warehouse | JP3876800008
japan,Asia Development Capital,JP3743800009,9318,Asia Development Capital | JP3743800009
japan,Sakurajima Futo Kaisha,JP3318000001,9353,Sakurajima Futo Kaisha | JP3318000001
japan,Rinko,JP3977100001,9355,Rinko | JP3977100001
japan,Suzuyo Shinwart,JP3398800007,9360,Suzuyo Shinwart | JP3398800007
japan,Fushiki Kairiku Unso,JP3807200005,9361,Fushiki Kairiku Unso | JP3807200005
japan,Hyoki Kaiun Kaisha,JP3794600001,9362,Hyoki Kaiun Kaisha | JP3794600001
japan,Daiun,JP3479800009,9363,Daiun | JP3479800009
japan,Tradia,JP3637200001,9365,Tradia | JP3637200001
japan,Forval Telecom,JP3802760003,9445,Forval Telecom | JP3802760003
japan,Hokuriku Gas,JP3843800008,9537,Hokuriku Gas | JP3843800008
japan,Keiyo Gas,JP3281400006,9539,Keiyo Gas | JP3281400006
japan,Tokyu Recreation,JP3569800000,9631,Tokyu Recreation | JP3569800000
japan,Musashino Kogyo,JP3913200006,9635,Musashino Kogyo | JP3913200006
japan,Kin-Ei,JP3258400005,9636,Kin-Ei | JP3258400005
japan,OS,JP3170400000,9637,OS | JP3170400000
japan,Greenland Resort,JP3889000000,9656,Greenland Resort | JP3889000000
japan,Kabuki-Za,JP3218600009,9661,Kabuki-Za | JP3218600009
japan,Toyo Tec,JP3616800003,9686,Toyo Tec | JP3616800003
japan,Tokyo Kaikan,JP3572200008,9701,Tokyo Kaikan | JP3572200008
japan,Imperial Hotel,JP3542800002,9708,Imperial Hotel | JP3542800002
japan,NCS&A,JP3709000008,9709,NCS&A | JP3709000008
japan,Royal Hotel,JP3984000004,9713,Royal Hotel | JP3984000004
japan,Kyoto Hotel,JP3252400001,9723,Kyoto Hotel | JP3252400001
japan,Tokai Lease,JP3566200006,9761,Tokai Lease | JP3566200006
japan,Nikken Kogaku,JP3668800000,9767,Nikken Kogaku | JP3668800000
japan,Biken Techno,JP3800000006,9791,Biken Techno | JP3800000006
japan,Nippon Engineering Consultants,JP3494000007,9797,Nippon Engineering Consultants | JP3494000007
japan,Asahi Intelligence Service,JP3113400000,9799,Asahi Intelligence Service | JP3113400000
japan,Daimaru Enawin,JP3499200008,9818,Daimaru Enawin | JP3499200008
japan,JEUGIA,JP3390350001,9826,JEUGIA | JP3390350001
japan,Juntendo,JP3392800003,9835,Juntendo | JP3392800003
japan,Parker,JP3780000000,9845,Parker | JP3780000000
japan,Tenmaya Store,JP3547850002,9846,Tenmaya Store | JP3547850002
japan,Eiwa,JP3161100007,9857,Eiwa | JP3161100007
japan,KFC Japan,JP3702200001,9873,KFC Japan | JP3702200001
japan,Sekido,JP3420900007,9878,Sekido | JP3420900007
japan,Charle,JP3359800004,9885,Charle | JP3359800004
japan,Verite,JP3392700005,9904,Verite | JP3392700005
japan,Heiwa Paper,JP3834300000,9929,Heiwa Paper | JP3834300000
japan,Aseed,JP3117400006,9959,Aseed | JP3117400006
japan,Sakai Trading,JP3313000006,9967,Sakai Trading | JP3313000006
japan,Shokubun,JP3369300003,9969,Shokubun | JP3369300003
japan,Maruko,JP3873800001,9980,Maruko | JP3873800001
japan,Beauty Kadan,JP3800470001,3041,Beauty Kadan | JP3800470001
japan,Daiwa Motor Transport,JP3503000006,9082,Daiwa Motor Transport | JP3503000006
japan,Remixpoint,JP3974900007,3825,Remixpoint | JP3974900007
japan,Visco Tech,JP3159970007,6698,Visco Tech | JP3159970007
japan,Midac,JP3887800005,6564,Midac | JP3887800005
japan,KANAME KOGYO,JP3215150008,6566,KANAME KOGYO | JP3215150008
japan,Optimus Group,JP3197720000,9268,Optimus Group | JP3197720000
japan,Takeda Printing,JP3462700000,7875,Takeda Printing | JP3462700000
japan,Giken,JP3264300009,1443,Giken | JP3264300009
japan,KyOwa Corp,JP3254830007,6570,KyOwa Corp | JP3254830007
japan,NLINKS,JP3165860002,6578,NLINKS | JP3165860002
japan,Koa Shoji,JP3283420002,9273,Koa Shoji | JP3283420002
japan,SIG,JP3161590009,4386,SIG | JP3161590009
japan,Full Speed,JP3828200000,2159,Full Speed | JP3828200000
japan,Pharma Foods,JP3802310007,2929,Pharma Foods | JP3802310007
japan,Stream,JP3399760002,3071,Stream | JP3399760002
japan,Early Age,JP3100280001,3248,Early Age | JP3100280001
japan,Cyberstep,JP3311520005,3810,Cyberstep | JP3311520005
japan,Acrodea,JP3108120001,3823,Acrodea | JP3108120001
japan,Path,JP3130250008,3840,Path | JP3130250008
japan,NTT Data Intramart,JP3165830005,3850,NTT Data Intramart | JP3165830005
japan,Abalance,JP3969530009,3856,Abalance | JP3969530009
japan,Inspec,JP3152650002,6656,Inspec | JP3152650002
japan,O-Well,JP3170180008,7670,O-Well | JP3170180008
japan,Tokai Soft,JP3564800005,4430,Tokai Soft | JP3564800005
japan,Daiko Tsusan,JP3482700006,7673,Daiko Tsusan | JP3482700006
japan,KHC,JP3277630004,1451,KHC | JP3277630004
japan,Upr,JP3944660004,7065,Upr | JP3944660004
japan,Yashima & Co,JP3931650000,7677,Yashima & Co | JP3931650000
japan,Nisso Pronity,JP3679830004,3440,Nisso Pronity | JP3679830004
indonesia,Harta Aman Pratama,ID1000095805,AHAP,Harta Aman Pratama | ID1000095805
indonesia,Apac Citra Centertex,ID1000074701,MYTX,Apac Citra Centertex | ID1000074701
indonesia,Argha Karya Prima Ind,ID1000084205,AKPI,Argha Karya Prima Ind | ID1000084205
indonesia,Austindo Nusantara Jaya,ID1000270002,ANJT,Austindo Nusantara Jaya | ID1000270002
indonesia,Bank Bumi Arta,ID1000103401,BNBA,Bank Bumi Arta | ID1000103401
indonesia,Bank Maspion Indonesia,ID1000128200,BMAS,Bank Maspion Indonesia | ID1000128200
indonesia,Bank Mitraniaga,ID1000128606,NAGA,Bank Mitraniaga | ID1000128606
indonesia,Bank Ocbc Nisp,ID1000094402,NISP,Bank Ocbc Nisp | ID1000094402
indonesia,Bank Of India Indonesia,ID1000089709,BSWD,Bank Of India Indonesia | ID1000089709
indonesia,Bank Qnb Indonesia,ID1000093503,BKSW,Bank Qnb Indonesia | ID1000093503
indonesia,Bayu Buana,ID1000074107,BAYU,Bayu Buana | ID1000074107
indonesia,Bentoel Int,ID1000052509,RMBA,Bentoel Int | ID1000052509
indonesia,Buana Finance,ID1000104607,BBLD,Buana Finance | ID1000104607
indonesia,Cakra Mineral,ID1000072606,CKRA,Cakra Mineral | ID1000072606
indonesia,Danayasa Arthatama,ID1000085608,SCBD,Danayasa Arthatama | ID1000085608
indonesia,Delta Djakarta,ID1000136005,DLTA,Delta Djakarta | ID1000136005
indonesia,Destinasi Tirta,ID1000111107,PDES,Destinasi Tirta | ID1000111107
indonesia,Elang Mahkota,ID1000113905,EMTK,Elang Mahkota | ID1000113905
indonesia,Enseval Putra,ID1000096506,EPMT,Enseval Putra | ID1000096506
indonesia,Equity Dev Inv,ID1000074206,GSMF,Equity Dev Inv | ID1000074206
indonesia,Eratex Djaja,ID1000076607,ERTX,Eratex Djaja | ID1000076607
indonesia,Ever Shine Textile,ID1000063506,ESTI,Ever Shine Textile | ID1000063506
indonesia,Fast Food Indonesia,ID1000063209,FAST,Fast Food Indonesia | ID1000063209
indonesia,Fks Multi Agro,ID1000080104,FISH,Fks Multi Agro | ID1000080104
indonesia,Golden Energy Mines,ID1000121106,GEMS,Golden Energy Mines | ID1000121106
indonesia,Indo Kordsa,ID1000084700,BRAM,Indo Kordsa | ID1000084700
indonesia,Indo Straits,ID1000120009,PTIS,Indo Straits | ID1000120009
indonesia,Indorama Synthetics,ID1000086101,INDR,Indorama Synthetics | ID1000086101
indonesia,Jakarta Kyoei,ID1000084502,JKSW,Jakarta Kyoei | ID1000084502
indonesia,Kabelindo Murni,ID1000073802,KBLM,Kabelindo Murni | ID1000073802
indonesia,Kedaung Indah Can,ID1000083207,KICI,Kedaung Indah Can | ID1000083207
indonesia,Kokoh Inti Arebama,ID1000110406,KOIN,Kokoh Inti Arebama | ID1000110406
indonesia,Limas Indonesia Makmur,ID1000079403,LMAS,Limas Indonesia Makmur | ID1000079403
indonesia,Lionmesh Prima,ID1000135502,LMSH,Lionmesh Prima | ID1000135502
indonesia,Lotte Chemical Titan PT,ID1000083801,FPNI,Lotte Chemical Titan PT | ID1000083801
indonesia,Mandala Multifinance,ID1000102304,MFIN,Mandala Multifinance | ID1000102304
indonesia,Maskapai Reasuransi,ID1000056005,MREI,Maskapai Reasuransi | ID1000056005
indonesia,Metro Realty,ID1000121007,MTSM,Metro Realty | ID1000121007
indonesia,Metropolitan Kentjana,ID1000112808,MKPI,Metropolitan Kentjana | ID1000112808
indonesia,Multifiling Mitra,ID1000117906,MFMI,Multifiling Mitra | ID1000117906
indonesia,Onix Capital,ID1000096100,OCAP,Onix Capital | ID1000096100
indonesia,Pembangunan Graha,ID1000090509,PGLI,Pembangunan Graha | ID1000090509
indonesia,Pelayaran Tempuran,ID1000103203,TMAS,Pelayaran Tempuran | ID1000103203
indonesia,Panasia Indo Resources,ID1000086507,HDTX,Panasia Indo Resources | ID1000086507
indonesia,Pelayaran Nelly,ID1000125206,NELY,Pelayaran Nelly | ID1000125206
indonesia,Pikko Land Development,ID1000075203,RODA,Pikko Land Development | ID1000075203
indonesia,Pioneerindo Gourmet,ID1000064108,PTSP,Pioneerindo Gourmet | ID1000064108
indonesia,Plaza Indonesia Realty,ID1000105406,PLIN,Plaza Indonesia Realty | ID1000105406
indonesia,Pool Advista Indonesia,ID1000122005,POOL,Pool Advista Indonesia | ID1000122005
indonesia,Prasidha Aneka Niaga,ID1000090400,PSDN,Prasidha Aneka Niaga | ID1000090400
indonesia,Provident Agro,ID1000125008,PALM,Provident Agro | ID1000125008
indonesia,Pudjiadi & Sons,ID1000124803,PNSE,Pudjiadi & Sons | ID1000124803
indonesia,Reliance Securities,ID1000101603,RELI,Reliance Securities | ID1000101603
indonesia,Ricky Putra Globalindo,ID1000059801,RICY,Ricky Putra Globalindo | ID1000059801
indonesia,Rig Tenders,ID1000098809,RIGS,Rig Tenders | ID1000098809
indonesia,Samudera Indonesia,ID1000075906,SMDR,Samudera Indonesia | ID1000075906
indonesia,Sekar Bumi,ID1000124407,SKBM,Sekar Bumi | ID1000124407
indonesia,Sepatu Bata,ID1000129109,BATA,Sepatu Bata | ID1000129109
indonesia,Smr Utama,ID1000120801,SMRU,Smr Utama | ID1000120801
indonesia,Sona Topas Tourism,ID1000052202,SONA,Sona Topas Tourism | ID1000052202
indonesia,Supreme Cable,ID1000080906,SCCO,Supreme Cable | ID1000080906
indonesia,Sunson Textile,ID1000081508,SSTM,Sunson Textile | ID1000081508
indonesia,Surya Toto Indonesia,ID1000132509,TOTO,Surya Toto Indonesia | ID1000132509
indonesia,Suryamas Dutamakmur,ID1000067408,SMDM,Suryamas Dutamakmur | ID1000067408
indonesia,Tifico Fiber Indonesia,ID1000054802,TFCO,Tifico Fiber Indonesia | ID1000054802
indonesia,Tigaraksa Satria,ID1000102106,TGKA,Tigaraksa Satria | ID1000102106
indonesia,Trans Power Marine,ID1000126600,TPMA,Trans Power Marine | ID1000126600
indonesia,Trias Sentosa,ID1000059009,TRST,Trias Sentosa | ID1000059009
indonesia,Trikomsel Oke,ID1000112501,TRIO,Trikomsel Oke | ID1000112501
indonesia,Abm Investama,ID1000121502,ABMM,Abm Investama | ID1000121502
indonesia,Ace Hardware,ID1000125503,ACES,Ace Hardware | ID1000125503
indonesia,Acset Indonusa,ID1000127509,ACST,Acset Indonusa | ID1000127509
indonesia,Adaro Energy,ID1000111305,ADRO,Adaro Energy | ID1000111305
indonesia,Adhi Karya Persero,ID1000097207,ADHI,Adhi Karya Persero | ID1000097207
indonesia,Adi Sarana Armada,ID1000125800,ASSA,Adi Sarana Armada | ID1000125800
indonesia,Adira Dinamika,ID1000097504,ADMF,Adira Dinamika | ID1000097504
indonesia,Sigmagold Inti Perkasa,ID1000065303,TMPI,Sigmagold Inti Perkasa | ID1000065303
indonesia,Agung Podomoro,ID1000117104,APLN,Agung Podomoro | ID1000117104
indonesia,Akasha Wira,ID1000067606,ADES,Akasha Wira | ID1000067606
indonesia,Akbar Indomakmur,ID1000071202,AIMS,Akbar Indomakmur | ID1000071202
indonesia,Akr Corporindo,ID1000106701,AKRA,Akr Corporindo | ID1000106701
indonesia,Alam Sutera Realty,ID1000108400,ASRI,Alam Sutera Realty | ID1000108400
indonesia,Alkindo Naratama,ID1000120207,ALDO,Alkindo Naratama | ID1000120207
indonesia,Alumindo,ID1000130909,ALMI,Alumindo | ID1000130909
indonesia,Ancora Indonesia,ID1000103302,OKAS,Ancora Indonesia | ID1000103302
indonesia,Aneka Tambang Persero,ID1000106602,ANTM,Aneka Tambang Persero | ID1000106602
indonesia,Apexindo Pratama Duta,ID1000091309,APEX,Apexindo Pratama Duta | ID1000091309
indonesia,Arita Prima Indonesia,ID1000129406,APII,Arita Prima Indonesia | ID1000129406
indonesia,Arthavest,ID1000093305,ARTA,Arthavest | ID1000093305
indonesia,Arwana Citramulia,ID1000128309,ARNA,Arwana Citramulia | ID1000128309
indonesia,Asuransi Dayin Mitra,ID1000090905,ASDM,Asuransi Dayin Mitra | ID1000090905
indonesia,Multi Artha Guna,ID1000102908,AMAG,Multi Artha Guna | ID1000102908
indonesia,Asuransi Ramayana,ID1000079700,ASRM,Asuransi Ramayana | ID1000079700
indonesia,Asahimas Flat Glass,ID1000084601,AMFG,Asahimas Flat Glass | ID1000084601
indonesia,Asia Pacific Fibers,ID1000110208,POLY,Asia Pacific Fibers | ID1000110208
indonesia,Asiaplast Industries,ID1000059405,APLI,Asiaplast Industries | ID1000059405
indonesia,Astra Agro Lestari,ID1000066004,AALI,Astra Agro Lestari | ID1000066004
indonesia,Astra Graphia,ID1000066103,ASGR,Astra Graphia | ID1000066103
indonesia,Astra International,ID1000122807,ASII,Astra International | ID1000122807
indonesia,Astra Otoparts,ID1000119704,AUTO,Astra Otoparts | ID1000119704
indonesia,Asuransi Kresna Mitra,ID1000130602,ASMI,Asuransi Kresna Mitra | ID1000130602
indonesia,Atlas Resources,ID1000121205,ARII,Atlas Resources | ID1000121205
indonesia,Bara Jaya Internasional,ID1000087307,ATPK,Bara Jaya Internasional | ID1000087307
indonesia,Bakrie & Brothers,ID1000110000,BNBR,Bakrie & Brothers | ID1000110000
indonesia,Bakrie Sumatera,ID1000099708,UNSP,Bakrie Sumatera | ID1000099708
indonesia,Bakrie Telecom,ID1000103005,BTEL,Bakrie Telecom | ID1000103005
indonesia,Bakrieland,ID1000088701,ELTY,Bakrieland | ID1000088701
indonesia,Bank Artha Graha,ID1000105505,INPC,Bank Artha Graha | ID1000105505
indonesia,Bank Negar,ID1000096605,BBNI,Bank Negar | ID1000096605
indonesia,Bank Bukopin,ID1000103609,BBKP,Bank Bukopin | ID1000103609
indonesia,Bank Capital Indonesia,ID1000107402,BACA,Bank Capital Indonesia | ID1000107402
indonesia,Bank Danamon,ID1000094204,BDMN,Bank Danamon | ID1000094204
indonesia,Bank Woori Indonesia,ID1000105307,SDRA,Bank Woori Indonesia | ID1000105307
indonesia,Bank Mnc Internasional,ID1000091507,BABP,Bank Mnc Internasional | ID1000091507
indonesia,Bank Ina Perdana,ID1000130404,BINA,Bank Ina Perdana | ID1000130404
indonesia,Bank Maybank Indonesia,ID1000099302,BNII,Bank Maybank Indonesia | ID1000099302
indonesia,Bank Mandiri Persero,ID1000095003,BMRI,Bank Mandiri Persero | ID1000095003
indonesia,Bank Mayapada,ID1000055205,MAYA,Bank Mayapada | ID1000055205
indonesia,Bank Mega,ID1000052400,MEGA,Bank Mega | ID1000052400
indonesia,Bank Mestika Dharma,ID1000128507,BBMD,Bank Mestika Dharma | ID1000128507
indonesia,Bank Nationalnobu,ID1000127103,NOBU,Bank Nationalnobu | ID1000127103
indonesia,Bank Pembangunan,ID1000115702,BJBR,Bank Pembangunan | ID1000115702
indonesia,Bank Pan Indonesia,ID1000092703,PNBN,Bank Pan Indonesia | ID1000092703
indonesia,Bank Panin Syariah,ID1000130701,PNBS,Bank Panin Syariah | ID1000130701
indonesia,Bank Pembangunan Timur,ID1000123904,BJTM,Bank Pembangunan Timur | ID1000123904
indonesia,Bank Permata,ID1000098205,BNLI,Bank Permata | ID1000098205
indonesia,Bank Pembangunan,ID1000070600,BEKS,Bank Pembangunan | ID1000070600
indonesia,Bank Rakyat Persero,ID1000118201,BBRI,Bank Rakyat Persero | ID1000118201
indonesia,Bank Sinarmas,ID1000117807,BSIM,Bank Sinarmas | ID1000117807
indonesia,Bank Tabungan Negara,ID1000113707,BBTN,Bank Tabungan Negara | ID1000113707
indonesia,Bank Tabungan,ID1000118508,BTPN,Bank Tabungan | ID1000118508
indonesia,Bank Victoria,ID1000056302,BVIC,Bank Victoria | ID1000056302
indonesia,Bank Windu,ID1000106305,MCOR,Bank Windu | ID1000106305
indonesia,Baramulti Suksessarana,ID1000125701,BSSR,Baramulti Suksessarana | ID1000125701
indonesia,Barito Pacific,ID1000085707,BRPT,Barito Pacific | ID1000085707
indonesia,Bayan Resources,ID1000111701,BYAN,Bayan Resources | ID1000111701
indonesia,Bekasi Asri Pemula,ID1000109002,BAPA,Bekasi Asri Pemula | ID1000109002
indonesia,Bekasi Fajar,ID1000122609,BEST,Bekasi Fajar | ID1000122609
indonesia,Benakat Integra,ID1000114101,BIPI,Benakat Integra | ID1000114101
indonesia,Berlina,ID1000125602,BRNA,Berlina | ID1000125602
indonesia,Betonjaya Manunggal,ID1000071509,BTON,Betonjaya Manunggal | ID1000071509
indonesia,BFI Finance,ID1000124001,BFIN,BFI Finance | ID1000124001
indonesia,Bhuwanatala Indah,ID1000076508,BIPP,Bhuwanatala Indah | ID1000076508
indonesia,Bisi International,ID1000105703,BISI,Bisi International | ID1000105703
indonesia,Bank Central Asia,ID1000109507,BBCA,Bank Central Asia | ID1000109507
indonesia,Borneo Lumbung,ID1000117401,BORN,Borneo Lumbung | ID1000117401
indonesia,Bank Rakyat,ID1000095508,AGRO,Bank Rakyat | ID1000095508
indonesia,Buana Listya Tama,ID1000133705,BULL,Buana Listya Tama | ID1000133705
indonesia,Budi Starch & Sweetener,ID1000084908,BUDI,Budi Starch & Sweetener | ID1000084908
indonesia,Bukit Darmo,ID1000106008,BKDP,Bukit Darmo | ID1000106008
indonesia,Bukit Uluwatu Villa,ID1000116007,BUVA,Bukit Uluwatu Villa | ID1000116007
indonesia,Bumi Citra Permai,ID1000113509,BCIP,Bumi Citra Permai | ID1000113509
indonesia,Bumi Resources Min,ID1000117609,BRMS,Bumi Resources Min | ID1000117609
indonesia,Bumi Resources,ID1000068703,BUMI,Bumi Resources | ID1000068703
indonesia,Bumi Serpong Damai,ID1000110802,BSDE,Bumi Serpong Damai | ID1000110802
indonesia,Bumi Teknokultura,ID1000098106,BTEK,Bumi Teknokultura | ID1000098106
indonesia,Eagle High,ID1000113202,BWPT,Eagle High | ID1000113202
indonesia,Capitalinc Inv,ID1000120405,MTFN,Capitalinc Inv | ID1000120405
indonesia,Capitol Nusantara,ID1000130503,CANI,Capitol Nusantara | ID1000130503
indonesia,Cardig Aero,ID1000121403,CASS,Cardig Aero | ID1000121403
indonesia,Catur Sentosa,ID1000108301,CSAP,Catur Sentosa | ID1000108301
indonesia,Central Proteina,ID1000105000,CPRO,Central Proteina | ID1000105000
indonesia,Centratama Telekom,ID1000076805,CENT,Centratama Telekom | ID1000076805
indonesia,Rimau Multi,ID1000132608,CMPP,Rimau Multi | ID1000132608
indonesia,Champion Pacific,ID1000059306,IGAR,Champion Pacific | ID1000059306
